ID,AGE_QUINTILES,CODE_GENDER,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,CNT_CHILDREN_BRACKET,CNT_FAM_MEMBERS_BRACKET,ANNUAL_INCOME_QUINTILE,NAME_INCOME_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,status
"5,105,391",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,056,227",2,F,Secondary / secondary special,Married,1,2,1,Working,N,Y,House / apartment,1,0,0,0
"5,056,229",2,F,Secondary / secondary special,Married,1,2,1,Working,N,Y,House / apartment,1,0,0,0
"5,056,231",2,F,Secondary / secondary special,Married,1,2,1,Working,N,Y,House / apartment,1,0,0,0
"5,056,235",2,F,Secondary / secondary special,Married,1,2,1,Working,N,Y,House / apartment,1,0,0,0
"5,056,228",2,F,Secondary / secondary special,Married,1,2,1,Working,N,Y,House / apartment,1,0,0,0
"5,056,237",2,F,Secondary / secondary special,Married,1,2,1,Working,N,Y,House / apartment,1,0,0,0
"5,056,236",2,F,Secondary / secondary special,Married,1,2,1,Working,N,Y,House / apartment,1,0,0,0
"5,029,322",4,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,066,632",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,066,637",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,066,631",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,066,636",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,045,921",5,F,Lower secondary,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,045,920",5,F,Lower secondary,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,045,925",5,F,Lower secondary,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,045,923",5,F,Lower secondary,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,045,922",5,F,Lower secondary,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,113,938",4,F,Secondary / secondary special,Married,1,2,1,Working,Y,N,House / apartment,1,1,0,0
"5,099,953",3,F,Secondary / secondary special,Married,4,3,1,Working,N,Y,House / apartment,1,1,0,0
"5,053,667",1,F,Secondary / secondary special,Married,2,3,1,Working,Y,N,House / apartment,0,0,0,0
"5,053,668",1,F,Secondary / secondary special,Married,2,3,1,Working,Y,N,House / apartment,0,0,0,0
"5,115,597",1,F,Secondary / secondary special,Married,2,3,1,State servant,N,N,House / apartment,1,1,0,0
"5,115,598",1,F,Secondary / secondary special,Married,2,3,1,State servant,N,N,House / apartment,1,1,0,0
"5,142,514",2,F,Secondary / secondary special,Married,2,3,1,Working,N,N,House / apartment,0,0,0,0
"5,142,515",2,F,Secondary / secondary special,Married,2,3,1,Working,N,N,House / apartment,0,0,0,0
"5,125,665",4,F,Secondary / secondary special,Married,1,2,1,State servant,N,N,House / apartment,1,1,0,0
"5,125,666",4,F,Secondary / secondary special,Married,1,2,1,State servant,N,N,House / apartment,1,1,0,0
"5,125,663",4,F,Secondary / secondary special,Married,1,2,1,State servant,N,N,House / apartment,1,1,0,0
"5,125,671",4,F,Secondary / secondary special,Married,1,2,1,State servant,N,N,House / apartment,1,1,0,0
"5,125,661",4,F,Secondary / secondary special,Married,1,2,1,State servant,N,N,House / apartment,1,1,0,0
"5,125,662",4,F,Secondary / secondary special,Married,1,2,1,State servant,N,N,House / apartment,1,1,0,0
"5,125,672",4,F,Secondary / secondary special,Married,1,2,1,State servant,N,N,House / apartment,1,1,0,0
"5,125,664",4,F,Secondary / secondary special,Married,1,2,1,State servant,N,N,House / apartment,1,1,0,0
"5,125,667",4,F,Secondary / secondary special,Married,1,2,1,State servant,N,N,House / apartment,1,1,0,1
"5,096,914",3,F,Secondary / secondary special,Civil marriage,1,2,1,Working,N,Y,House / apartment,0,0,0,0
"5,095,826",4,F,Higher education,Married,1,2,1,Working,N,N,House / apartment,1,0,0,0
"5,091,596",4,F,Secondary / secondary special,Married,1,2,1,Working,N,N,House / apartment,1,0,0,0
"5,066,420",4,F,Secondary / secondary special,Married,1,2,1,Working,N,Y,House / apartment,1,1,0,0
"5,052,846",3,F,Secondary / secondary special,Married,1,2,1,Commercial associate,N,Y,House / apartment,1,1,0,0
"5,052,849",3,F,Secondary / secondary special,Married,1,2,1,Commercial associate,N,Y,House / apartment,1,1,0,0
"5,052,848",3,F,Secondary / secondary special,Married,1,2,1,Commercial associate,N,Y,House / apartment,1,1,0,0
"5,052,847",3,F,Secondary / secondary special,Married,1,2,1,Commercial associate,N,Y,House / apartment,1,1,0,0
"5,052,842",3,F,Secondary / secondary special,Married,1,2,1,Commercial associate,N,Y,House / apartment,1,1,0,0
"5,113,154",2,F,Secondary / secondary special,Married,1,2,1,Commercial associate,N,Y,House / apartment,1,0,0,0
"5,094,943",1,F,Secondary / secondary special,Single / not married,1,1,1,Working,Y,N,Rented apartment,1,0,0,0
"5,094,944",1,F,Secondary / secondary special,Single / not married,1,1,1,Working,Y,N,Rented apartment,1,0,0,0
"5,009,585",2,F,Secondary / secondary special,Separated,1,1,1,Working,N,N,House / apartment,0,1,0,0
"5,022,168",2,M,Lower secondary,Married,1,2,1,Working,N,N,House / apartment,0,1,0,0
"5,091,807",3,F,Secondary / secondary special,Married,2,3,1,Commercial associate,N,Y,House / apartment,0,0,0,0
"5,010,880",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,010,881",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,010,877",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,137,190",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,Y,N,House / apartment,0,0,0,0
"5,112,707",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,105,816",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,053,039",5,F,Lower secondary,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,053,036",5,F,Lower secondary,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,053,035",5,F,Lower secondary,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,053,038",5,F,Lower secondary,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,046,160",5,F,Higher education,Married,1,2,1,Pensioner,Y,Y,House / apartment,0,1,0,0
"5,046,157",5,F,Higher education,Married,1,2,1,Pensioner,Y,Y,House / apartment,0,1,0,0
"5,046,459",5,F,Secondary / secondary special,Widow,1,1,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,046,458",5,F,Secondary / secondary special,Widow,1,1,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,092,164",5,F,Secondary / secondary special,Widow,1,1,1,Pensioner,Y,Y,House / apartment,0,1,0,0
"5,092,166",5,F,Secondary / secondary special,Widow,1,1,1,Pensioner,Y,Y,House / apartment,0,1,0,0
"5,035,849",5,M,Secondary / secondary special,Single / not married,1,1,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,126,620",5,M,Higher education,Married,1,2,1,Pensioner,N,N,House / apartment,0,0,0,0
"5,024,233",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,Municipal apartment,0,1,0,0
"5,024,235",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,Municipal apartment,0,1,0,0
"5,036,873",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,N,House / apartment,0,0,0,0
"5,090,941",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,142,945",5,F,Higher education,Married,1,2,1,Pensioner,N,N,Municipal apartment,0,0,0,0
"5,142,946",5,F,Higher education,Married,1,2,1,Pensioner,N,N,Municipal apartment,0,0,0,0
"5,142,948",5,F,Higher education,Married,1,2,1,Pensioner,N,N,Municipal apartment,0,0,0,0
"5,142,938",5,F,Higher education,Married,1,2,1,Pensioner,N,N,Municipal apartment,0,0,0,0
"5,139,534",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,139,536",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,139,535",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,058,322",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,058,324",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,033,945",5,F,Secondary / secondary special,Separated,1,1,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,092,000",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,092,002",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,092,001",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,114,427",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,N,House / apartment,0,0,0,0
"5,114,426",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,N,House / apartment,0,0,0,0
"5,051,057",5,F,Secondary / secondary special,Widow,1,1,1,Pensioner,N,N,House / apartment,0,0,0,0
"5,050,979",5,M,Secondary / secondary special,Married,1,2,1,Working,Y,N,House / apartment,0,1,0,0
"5,096,560",3,F,Higher education,Married,1,2,1,Working,N,N,House / apartment,1,0,0,0
"5,033,605",4,F,Secondary / secondary special,Married,1,2,1,Commercial associate,N,Y,House / apartment,0,0,0,0
"5,085,726",4,F,Secondary / secondary special,Married,1,2,1,State servant,N,Y,House / apartment,0,0,0,0
"5,111,206",1,F,Secondary / secondary special,Married,3,3,1,Working,N,Y,House / apartment,1,1,0,0
"5,111,205",1,F,Secondary / secondary special,Married,3,3,1,Working,N,Y,House / apartment,1,1,0,0
"5,099,938",2,F,Secondary / secondary special,Married,4,3,1,State servant,N,Y,House / apartment,1,1,0,0
"5,099,939",2,F,Secondary / secondary special,Married,4,3,1,State servant,N,Y,House / apartment,1,1,0,0
"5,099,937",2,F,Secondary / secondary special,Married,4,3,1,State servant,N,Y,House / apartment,1,1,0,0
"5,125,974",4,M,Secondary / secondary special,Married,1,2,1,Working,N,Y,House / apartment,1,0,0,0
"5,089,309",2,F,Secondary / secondary special,Civil marriage,1,2,1,Working,N,N,House / apartment,1,0,0,0
"5,061,860",1,M,Secondary / secondary special,Married,1,2,1,Working,N,N,House / apartment,0,0,0,0
"5,150,042",1,F,Secondary / secondary special,Single / not married,1,1,1,State servant,Y,Y,House / apartment,0,0,0,0
"5,150,046",1,F,Secondary / secondary special,Single / not married,1,1,1,State servant,Y,Y,House / apartment,0,0,0,0
"5,150,041",1,F,Secondary / secondary special,Single / not married,1,1,1,State servant,Y,Y,House / apartment,0,0,0,0
"5,066,860",1,F,Secondary / secondary special,Married,3,3,1,Working,N,Y,House / apartment,0,0,0,0
"5,090,763",3,F,Higher education,Married,1,2,1,Working,N,Y,House / apartment,0,0,0,0
"5,038,593",3,F,Secondary / secondary special,Married,2,3,1,Working,Y,Y,House / apartment,0,0,0,0
"5,038,589",3,F,Secondary / secondary special,Married,2,3,1,Working,Y,Y,House / apartment,0,0,0,0
"5,038,591",3,F,Secondary / secondary special,Married,2,3,1,Working,Y,Y,House / apartment,0,0,0,0
"5,038,592",3,F,Secondary / secondary special,Married,2,3,1,Working,Y,Y,House / apartment,0,0,0,0
"5,096,307",4,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,N,House / apartment,0,1,0,0
"5,041,070",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,Y,Y,House / apartment,0,1,0,0
"5,116,325",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,116,327",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,116,326",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,038,927",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,038,930",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,100,124",5,F,Secondary / secondary special,Widow,1,1,1,Pensioner,N,N,House / apartment,0,0,0,0
"5,137,046",5,F,Higher education,Married,1,2,1,Pensioner,N,N,House / apartment,0,0,0,0
"5,137,047",5,F,Higher education,Married,1,2,1,Pensioner,N,N,House / apartment,0,0,0,0
"5,022,365",5,F,Secondary / secondary special,Widow,1,1,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,061,913",5,F,Secondary / secondary special,Widow,1,1,1,Pensioner,N,Y,House / apartment,0,0,1,0
"5,117,041",5,M,Lower secondary,Married,1,2,1,Pensioner,N,N,House / apartment,0,0,0,0
"5,036,914",5,F,Secondary / secondary special,Widow,1,1,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,052,931",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,052,934",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,052,933",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,052,744",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,115,884",5,F,Higher education,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,142,928",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,Y,N,House / apartment,0,0,0,0
"5,142,931",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,Y,N,House / apartment,0,0,0,0
"5,068,187",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,114,462",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,N,Office apartment,0,0,0,0
"5,114,461",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,N,Office apartment,0,0,0,0
"5,135,673",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,Y,N,House / apartment,0,1,0,1
"5,135,677",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,Y,N,House / apartment,0,1,0,0
"5,061,432",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,061,430",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,052,988",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,061,136",2,F,Higher education,Married,3,3,1,Working,N,Y,House / apartment,0,0,0,0
"5,061,137",2,F,Higher education,Married,3,3,1,Working,N,Y,House / apartment,0,0,0,0
"5,061,138",2,F,Higher education,Married,3,3,1,Working,N,Y,House / apartment,0,0,0,0
"5,022,058",3,F,Secondary / secondary special,Married,1,2,1,Working,N,Y,House / apartment,0,0,1,0
"5,022,057",3,F,Secondary / secondary special,Married,1,2,1,Working,N,Y,House / apartment,0,0,1,0
"5,022,060",3,F,Secondary / secondary special,Married,1,2,1,Working,N,Y,House / apartment,0,0,1,0
"5,022,056",3,F,Secondary / secondary special,Married,1,2,1,Working,N,Y,House / apartment,0,0,1,0
"5,117,877",2,M,Secondary / secondary special,Single / not married,1,1,1,Working,N,N,House / apartment,0,1,0,0
"5,054,706",2,F,Secondary / secondary special,Married,2,3,1,Working,N,N,House / apartment,0,0,0,0
"5,056,011",3,M,Secondary / secondary special,Married,4,3,1,Working,N,N,With parents,1,1,0,0
"5,145,740",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,142,877",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,Y,N,House / apartment,0,0,0,0
"5,142,874",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,Y,N,House / apartment,0,0,0,0
"5,142,872",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,Y,N,House / apartment,0,0,0,0
"5,142,876",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,Y,N,House / apartment,0,0,0,0
"5,142,871",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,Y,N,House / apartment,0,0,0,0
"5,142,873",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,Y,N,House / apartment,0,0,0,0
"5,142,875",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,Y,N,House / apartment,0,0,0,0
"5,125,483",5,F,Higher education,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,125,482",5,F,Higher education,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,125,486",5,F,Higher education,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,125,484",5,F,Higher education,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,018,505",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,N,House / apartment,0,0,0,0
"5,018,504",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,N,House / apartment,0,0,0,0
"5,036,297",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,099,830",5,M,Secondary / secondary special,Married,1,2,1,Pensioner,Y,N,House / apartment,0,0,0,0
"5,090,239",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,N,House / apartment,0,0,0,0
"5,137,119",5,M,Secondary / secondary special,Married,1,2,1,Pensioner,Y,N,House / apartment,0,1,0,0
"5,125,530",5,F,Lower secondary,Married,1,2,1,Pensioner,Y,N,House / apartment,0,0,0,0
"5,125,532",5,F,Lower secondary,Married,1,2,1,Pensioner,Y,N,House / apartment,0,0,0,0
"5,078,913",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,078,914",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,092,332",5,F,Secondary / secondary special,Single / not married,1,1,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,092,334",5,F,Secondary / secondary special,Single / not married,1,1,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,067,295",4,F,Secondary / secondary special,Separated,1,1,1,Working,N,Y,House / apartment,1,0,0,0
"5,067,294",4,F,Secondary / secondary special,Separated,1,1,1,Working,N,Y,House / apartment,1,0,0,0
"5,067,296",4,F,Secondary / secondary special,Separated,1,1,1,Working,N,Y,House / apartment,1,0,0,0
"5,094,873",4,F,Secondary / secondary special,Widow,1,1,1,Working,N,Y,House / apartment,0,0,0,0
"5,094,967",1,F,Higher education,Married,3,3,1,Commercial associate,N,Y,House / apartment,1,1,0,0
"5,091,558",4,F,Higher education,Married,1,2,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,091,557",4,F,Higher education,Married,1,2,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,126,469",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,N,House / apartment,0,0,0,0
"5,061,602",4,F,Secondary / secondary special,Separated,1,1,1,Working,N,Y,House / apartment,1,1,0,0
"5,061,598",4,F,Secondary / secondary special,Separated,1,1,1,Working,N,Y,House / apartment,1,1,0,0
"5,061,599",4,F,Secondary / secondary special,Separated,1,1,1,Working,N,Y,House / apartment,1,1,0,0
"5,105,957",3,F,Secondary / secondary special,Married,1,2,1,Working,N,N,House / apartment,1,0,0,0
"5,105,958",3,F,Secondary / secondary special,Married,1,2,1,Working,N,N,House / apartment,1,0,0,0
"5,088,566",4,F,Secondary / secondary special,Civil marriage,1,2,1,State servant,N,Y,House / apartment,0,0,0,0
"5,088,569",4,F,Secondary / secondary special,Civil marriage,1,2,1,State servant,N,Y,House / apartment,0,0,0,0
"5,088,564",4,F,Secondary / secondary special,Civil marriage,1,2,1,State servant,N,Y,House / apartment,0,0,0,0
"5,088,563",4,F,Secondary / secondary special,Civil marriage,1,2,1,State servant,N,Y,House / apartment,0,0,0,0
"5,023,503",3,F,Secondary / secondary special,Single / not married,2,2,1,Working,N,N,Municipal apartment,0,0,0,0
"5,023,502",3,F,Secondary / secondary special,Single / not married,2,2,1,Working,N,N,Municipal apartment,0,0,0,0
"5,023,504",3,F,Secondary / secondary special,Single / not married,2,2,1,Working,N,N,Municipal apartment,0,0,0,0
"5,066,767",2,F,Secondary / secondary special,Married,2,3,1,Commercial associate,N,Y,House / apartment,0,0,0,0
"5,066,766",2,F,Secondary / secondary special,Married,2,3,1,Commercial associate,N,Y,House / apartment,0,0,0,0
"5,066,765",2,F,Secondary / secondary special,Married,2,3,1,Commercial associate,N,Y,House / apartment,0,0,0,0
"5,078,821",3,F,Higher education,Married,1,2,1,Commercial associate,N,N,House / apartment,0,0,0,0
"5,078,825",3,F,Higher education,Married,1,2,1,Commercial associate,N,N,House / apartment,0,0,0,0
"5,078,823",3,F,Higher education,Married,1,2,1,Commercial associate,N,N,House / apartment,0,0,0,0
"5,078,822",3,F,Higher education,Married,1,2,1,Commercial associate,N,N,House / apartment,0,0,0,0
"5,033,868",3,F,Higher education,Married,1,2,1,Commercial associate,N,N,House / apartment,0,0,0,0
"5,078,824",3,F,Higher education,Married,1,2,1,Commercial associate,N,N,House / apartment,0,0,0,0
"5,058,336",4,F,Secondary / secondary special,Married,1,2,1,Working,N,Y,House / apartment,1,0,0,0
"5,058,338",4,F,Secondary / secondary special,Married,1,2,1,Working,N,Y,House / apartment,1,0,0,0
"5,058,342",4,F,Secondary / secondary special,Married,1,2,1,Working,N,Y,House / apartment,1,0,0,0
"5,148,667",1,F,Secondary / secondary special,Married,3,3,1,Working,N,Y,House / apartment,0,0,0,0
"5,096,223",2,F,Secondary / secondary special,Married,2,3,1,Working,N,N,House / apartment,1,0,0,0
"5,029,679",5,M,Secondary / secondary special,Single / not married,1,1,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,029,680",5,M,Secondary / secondary special,Single / not married,1,1,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,033,562",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,090,828",5,F,Secondary / secondary special,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,054,325",5,F,Secondary / secondary special,Civil marriage,1,2,1,Pensioner,N,N,House / apartment,0,1,0,0
"5,054,321",5,F,Secondary / secondary special,Civil marriage,1,2,1,Pensioner,N,N,House / apartment,0,1,0,0
"5,061,916",5,M,Secondary / secondary special,Married,1,2,1,Pensioner,Y,Y,House / apartment,0,0,0,0
"5,010,607",4,F,Secondary / secondary special,Widow,1,1,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,010,610",4,F,Secondary / secondary special,Widow,1,1,1,Pensioner,N,Y,House / apartment,0,1,0,0
"5,061,358",5,M,Higher education,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
"5,061,360",5,M,Higher education,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,1
"5,061,359",5,M,Higher education,Married,1,2,1,Pensioner,N,Y,House / apartment,0,0,0,0
